name,roof_area_m2,potential_kwh_yr,geometry_wkt
Businesspark Innsbruck,8469.555455973237,1490641.7602512902,"POLYGON ((11.43961 47.265179, 11.439516 47.265204, 11.439442 47.265224, 11.439421 47.265187, 11.439264 47.265315, 11.439301 47.265379, 11.439262 47.265389, 11.43927 47.265403, 11.439233 47.265412, 11.439252 47.265445, 11.439178 47.265464, 11.439194 47.265491, 11.439268 47.265471, 11.439405 47.265701, 11.439424 47.265695, 11.439444 47.26569, 11.439451 47.265703, 11.439469 47.265698, 11.439486 47.265694, 11.439551 47.265808, 11.439735 47.265731, 11.439723 47.265711, 11.439875 47.265641, 11.439892 47.265669, 11.439981 47.265633, 11.44007 47.265597, 11.440048 47.265562, 11.44008 47.265547, 11.440153 47.265513, 11.440198 47.265493, 11.440219 47.265529, 11.440292 47.26548, 11.440354 47.265438, 11.440345 47.265423, 11.440415 47.265377, 11.44042 47.265371, 11.440454 47.265333, 11.440463 47.26529, 11.440456 47.265272, 11.440449 47.265254, 11.440408 47.26522, 11.440334 47.265208, 11.440217 47.265196, 11.440207 47.265179, 11.439998 47.265162, 11.440006 47.265173, 11.439835 47.265158, 11.439808 47.265157, 11.439796 47.265138, 11.439687 47.265128, 11.439577 47.265117, 11.43961 47.265179), (11.439968 47.265433, 11.439901 47.265316, 11.440066 47.265274, 11.440135 47.265388, 11.440086 47.265401, 11.439968 47.265433), (11.439617 47.265527, 11.439549 47.265409, 11.439709 47.265366, 11.439778 47.265487, 11.439617 47.265527))"
,18199.453851858005,3203103.877927009,"POLYGON ((11.400355 47.27034, 11.400369 47.270547, 11.400373 47.270576, 11.400443 47.270995, 11.400524 47.270984, 11.400532 47.271012, 11.400624 47.270999, 11.40094 47.270953, 11.401043 47.270938, 11.401035 47.270912, 11.401123 47.270899, 11.401129 47.27092, 11.401153 47.270999, 11.401245 47.271301, 11.400999 47.271335, 11.40104 47.271471, 11.40148 47.27141, 11.40165 47.271386, 11.401609 47.27125, 11.4015 47.271265, 11.401467 47.271157, 11.401794 47.271111, 11.401867 47.271353, 11.402064 47.271325, 11.402133 47.271315, 11.40206 47.271074, 11.402001 47.270881, 11.401932 47.270891, 11.401736 47.270918, 11.401409 47.270964, 11.401385 47.270885, 11.401237 47.270398, 11.401143 47.270411, 11.401133 47.27038, 11.4013 47.270361, 11.401541 47.270334, 11.401633 47.270325, 11.401632 47.270296, 11.401626 47.270192, 11.401536 47.270194, 11.400864 47.270213, 11.400881 47.270267, 11.400391 47.270323, 11.400394 47.270336, 11.400355 47.27034), (11.400711 47.270514, 11.400776 47.27072, 11.400468 47.270765, 11.400403 47.270558, 11.400711 47.270514))"
Mensa Technik,1129.6868390418585,198824.8836713671,"POLYGON ((11.343958 47.264217, 11.34406 47.264217, 11.344058 47.264138, 11.344058 47.264106, 11.344056 47.264022, 11.343738 47.264025, 11.343742 47.264219, 11.343958 47.264217))"
Zentraler Informatikdienst,1233.545322265015,217103.97671864272,"POLYGON ((11.343744 47.263677, 11.343673 47.263677, 11.343439 47.263679, 11.343439 47.263724, 11.34344 47.263751, 11.343442 47.2639, 11.343651 47.263898, 11.343748 47.263898, 11.343746 47.263776, 11.343744 47.263677))"
Bibliothekszentrum West,1089.137218827672,191688.15051367032,"POLYGON ((11.344241 47.263752, 11.343937 47.263756, 11.34394 47.263897, 11.343941 47.263952, 11.344245 47.263949, 11.344243 47.26386, 11.344241 47.263752))"
,1212.7911316626505,213451.2391726265,"POLYGON ((11.343032 47.264979, 11.342946 47.264978, 11.342947 47.264898, 11.342844 47.264898, 11.342745 47.264897, 11.342742 47.265112, 11.342944 47.265113, 11.342946 47.265014, 11.343031 47.265015, 11.34303 47.265075, 11.343145 47.265076, 11.343147 47.264901, 11.343033 47.264901, 11.343032 47.264979))"
,26281.647117594766,4625569.892696679,"POLYGON ((11.34893 47.257565, 11.349012 47.257236, 11.349085 47.257245, 11.349165 47.257254, 11.350609 47.257422, 11.35088 47.257453, 11.350884 47.257432, 11.350886 47.257422, 11.350898 47.257423, 11.351279 47.257463, 11.351342 47.257469, 11.351388 47.257474, 11.351401 47.257475, 11.351441 47.25748, 11.351472 47.257483, 11.351689 47.257506, 11.351737 47.257511, 11.351773 47.257515, 11.35179 47.257517, 11.351784 47.257546, 11.351863 47.257554, 11.351867 47.257539, 11.351871 47.257517, 11.351872 47.257513, 11.351874 47.257506, 11.351982 47.257518, 11.352122 47.257533, 11.352315 47.257554, 11.352476 47.257571, 11.352428 47.257796, 11.352614 47.257815, 11.35264 47.257837, 11.352702 47.257842, 11.352741 47.257823, 11.353042 47.257859, 11.35301 47.258014, 11.352292 47.25794, 11.352278 47.258011, 11.351711 47.257949, 11.350495 47.257818, 11.350508 47.257759, 11.350371 47.257742, 11.35039 47.257672, 11.350141 47.257648, 11.350131 47.257697, 11.349638 47.257645, 11.349629 47.257676, 11.349518 47.257665, 11.349527 47.257634, 11.34893 47.257565))"
Architekturgebäude,3209.8369295709153,564931.2996044811,"POLYGON ((11.344623 47.263682, 11.344712 47.263681, 11.344872 47.26368, 11.344939 47.263679, 11.344939 47.263676, 11.344937 47.263521, 11.344936 47.263485, 11.344933 47.263318, 11.344932 47.263283, 11.34493 47.263124, 11.344613 47.263126, 11.344616 47.263285, 11.344616 47.263321, 11.344619 47.263488, 11.34462 47.263522, 11.344623 47.263682))"
Zeichensäle West,3198.31868552727,562904.0886527997,"POLYGON ((11.344534 47.26313, 11.344512 47.263131, 11.344215 47.263133, 11.344218 47.26331, 11.344222 47.263501, 11.344225 47.263683, 11.344543 47.26368, 11.344541 47.263523, 11.34454 47.263489, 11.344537 47.263322, 11.344537 47.263286, 11.344534 47.26313))"
ICT-Gebäude,6723.34676801847,1183309.0311712509,"POLYGON ((11.345442 47.263674, 11.3457 47.263671, 11.345727 47.263671, 11.346106 47.263668, 11.346095 47.263113, 11.345689 47.263116, 11.345565 47.263118, 11.345432 47.263119, 11.345442 47.263674))"
Hörsaalgebäude,4389.391535723676,772532.9102873671,"POLYGON ((11.344736 47.264145, 11.344737 47.264212, 11.344747 47.264693, 11.344942 47.264692, 11.345001 47.264691, 11.345158 47.26469, 11.34515 47.26434, 11.34515 47.264288, 11.345179 47.264288, 11.34518 47.264368, 11.345201 47.264368, 11.345225 47.264367, 11.345224 47.264305, 11.345232 47.264305, 11.345231 47.264287, 11.345229 47.264149, 11.345147 47.26415, 11.345146 47.264141, 11.345081 47.264141, 11.344941 47.264143, 11.34484 47.264144, 11.344736 47.264145))"
Laborgebäude 1,9099.848396250149,1601573.3177400262,"POLYGON ((11.346205 47.263322, 11.346213 47.263667, 11.346215 47.263737, 11.346215 47.263748, 11.346215 47.263762, 11.346219 47.263933, 11.346219 47.263965, 11.346229 47.264395, 11.346233 47.264545, 11.34627 47.264544, 11.346308 47.264544, 11.346308 47.26457, 11.346345 47.26457, 11.346344 47.264543, 11.346639 47.26454, 11.346639 47.264536, 11.346612 47.263318, 11.346205 47.263322))"
Zeichensäle,4196.8092872827565,738638.4345617653,"POLYGON ((11.346036 47.263793, 11.345874 47.263794, 11.345832 47.263794, 11.345617 47.263796, 11.34562 47.263946, 11.34562 47.263982, 11.345623 47.264156, 11.345624 47.264191, 11.345626 47.264334, 11.345627 47.264345, 11.346045 47.264342, 11.346042 47.264187, 11.346042 47.264172, 11.346042 47.264161, 11.34604 47.264038, 11.346039 47.264004, 11.346038 47.263951, 11.346038 47.263934, 11.346036 47.263793))"
Zeichensäle Ost,3216.402483029654,566086.8370132191,"POLYGON ((11.345326 47.263121, 11.34504 47.263124, 11.345008 47.263124, 11.345011 47.263282, 11.345011 47.263317, 11.345014 47.263484, 11.345015 47.26352, 11.345017 47.263676, 11.345336 47.263674, 11.345334 47.263577, 11.345334 47.263559, 11.345333 47.26354, 11.345333 47.263494, 11.34533 47.263304, 11.34533 47.263262, 11.345329 47.263242, 11.345329 47.263224, 11.345326 47.263121))"
Laborgebäude Nord,1714.0709929064249,301676.4947515308,"POLYGON ((11.341886 47.264817, 11.342088 47.264816, 11.342286 47.264816, 11.342287 47.265051, 11.341887 47.265052, 11.341886 47.264864, 11.341886 47.264817))"
Dom zu St. Jakob,3410.534573561365,600254.0849468004,"POLYGON ((11.393746 47.269535, 11.393745 47.269453, 11.393765 47.269453, 11.393781 47.269449, 11.393797 47.269438, 11.393806 47.269425, 11.393806 47.269412, 11.393806 47.269401, 11.393806 47.269378, 11.393806 47.269351, 11.393806 47.269334, 11.393799 47.269322, 11.393788 47.269312, 11.393776 47.269307, 11.39376 47.269301, 11.393738 47.269301, 11.393736 47.269218, 11.393793 47.269217, 11.393808 47.269217, 11.39385 47.269216, 11.393852 47.269278, 11.393953 47.269276, 11.393974 47.26926, 11.393996 47.26926, 11.394017 47.269275, 11.39413 47.269272, 11.394139 47.269259, 11.394152 47.269247, 11.394167 47.269239, 11.394184 47.269234, 11.394202 47.26923, 11.39422 47.269229, 11.394236 47.269229, 11.394256 47.269234, 11.394278 47.269243, 11.394291 47.269255, 11.394301 47.269269, 11.394578 47.269264, 11.394593 47.269266, 11.394607 47.269272, 11.394616 47.269279, 11.394618 47.269292, 11.39462 47.269411, 11.394622 47.269438, 11.394618 47.269445, 11.394607 47.269452, 11.394596 47.269455, 11.39458 47.269456, 11.39431 47.269462, 11.394298 47.26948, 11.394286 47.26949, 11.394265 47.269498, 11.394247 47.269505, 11.394232 47.269506, 11.394208 47.269506, 11.394193 47.269502, 11.394173 47.269496, 11.39416 47.269487, 11.394148 47.269479, 11.394138 47.269467, 11.394026 47.269469, 11.394006 47.269485, 11.393983 47.269485, 11.393965 47.26947, 11.393864 47.269471, 11.393865 47.269534, 11.393746 47.269535))"
Josef-Möller-Haus,3553.3713218161474,625393.352639642,"POLYGON ((11.38444 47.263894, 11.384242 47.263729, 11.3842 47.263694, 11.384289 47.263646, 11.384297 47.263652, 11.38436 47.263617, 11.384401 47.263595, 11.384264 47.263482, 11.384228 47.263502, 11.384029 47.263612, 11.384034 47.263617, 11.384025 47.263622, 11.383835 47.263463, 11.383661 47.263559, 11.384018 47.263856, 11.384115 47.263937, 11.384214 47.264019, 11.38444 47.263894))"
Hörsaaltrakt,3581.052882596807,630265.3073370382,"POLYGON ((11.385118 47.2644, 11.384955 47.264266, 11.384918 47.264236, 11.384878 47.264258, 11.384807 47.2642, 11.384648 47.264069, 11.384594 47.264098, 11.384421 47.264192, 11.384538 47.264286, 11.384608 47.264343, 11.38462 47.264352, 11.384635 47.264364, 11.384659 47.264384, 11.384721 47.264433, 11.384813 47.264509, 11.38491 47.264589, 11.385006 47.264668, 11.385041 47.264697, 11.385056 47.264689, 11.385171 47.264625, 11.385204 47.264607, 11.385166 47.264576, 11.385176 47.26457, 11.385225 47.264543, 11.385078 47.264422, 11.385118 47.2644))"
,1024.2213299126754,180262.9540646309,"POLYGON ((11.385709 47.263531, 11.385731 47.263549, 11.385761 47.263533, 11.385807 47.26357, 11.385843 47.2636, 11.385813 47.263617, 11.385846 47.263644, 11.385825 47.263656, 11.385808 47.263643, 11.385556 47.263785, 11.385541 47.263793, 11.385381 47.263662, 11.385448 47.263625, 11.385486 47.263656, 11.385709 47.263531))"
HTL Bau und Design,13747.434637219329,2419548.496150602,"POLYGON ((11.376316 47.260219, 11.376278 47.26025, 11.375908 47.260545, 11.375812 47.260621, 11.376083 47.260777, 11.376551 47.260403, 11.376691 47.260292, 11.376719 47.260308, 11.376772 47.260339, 11.376757 47.260351, 11.376798 47.260374, 11.376806 47.260368, 11.376813 47.260362, 11.376871 47.260396, 11.377298 47.260055, 11.377305 47.260059, 11.377313 47.260063, 11.377411 47.259985, 11.3774 47.259979, 11.37739 47.259973, 11.377583 47.25982, 11.377148 47.259567, 11.376783 47.259857, 11.376713 47.259817, 11.376601 47.259906, 11.376516 47.259856, 11.376231 47.260083, 11.37618 47.260053, 11.376149 47.260078, 11.376137 47.2601, 11.376152 47.260125, 11.376316 47.260219))"
Wirtschaftkundliches Realgymnasium Ursulinen,10829.075533057305,1905917.2938180857,"POLYGON ((11.36933 47.262639, 11.369716 47.26199, 11.370107 47.262097, 11.370502 47.262206, 11.370117 47.262854, 11.36933 47.262639))"
Heizhaus,9000.528902591306,1584093.08685607,"POLYGON ((11.401525 47.258261, 11.401592 47.258246, 11.401639 47.258231, 11.401681 47.258212, 11.401725 47.25819, 11.401756 47.258166, 11.401788 47.258137, 11.401814 47.258105, 11.401835 47.258074, 11.401848 47.258037, 11.401854 47.258002, 11.401852 47.257966, 11.401844 47.25793, 11.40183 47.257896, 11.401812 47.257864, 11.401787 47.257833, 11.401758 47.257806, 11.401719 47.257778, 11.401678 47.257754, 11.401637 47.257736, 11.401586 47.25772, 11.40153 47.257709, 11.401464 47.257701, 11.401488 47.257448, 11.401545 47.257452, 11.401553 47.257413, 11.401792 47.257449, 11.401945 47.2575, 11.402065 47.257569, 11.402105 47.257601, 11.402047 47.257635, 11.402126 47.257711, 11.402174 47.257779, 11.402205 47.257836, 11.402227 47.257913, 11.402234 47.25798, 11.402229 47.258047, 11.402212 47.25811, 11.402183 47.258179, 11.402139 47.258243, 11.402082 47.258303, 11.40201 47.25836, 11.402055 47.258392, 11.402 47.258428, 11.401898 47.258481, 11.401708 47.258545, 11.401678 47.258498, 11.401614 47.25851, 11.401525 47.258261))"
ORF Landesstudio Tirol,6879.385443046433,1210771.8379761723,"POLYGON ((11.399 47.275884, 11.398952 47.275912, 11.398911 47.275879, 11.398858 47.275909, 11.398814 47.275877, 11.39872 47.275933, 11.398597 47.275842, 11.398821 47.275704, 11.398777 47.275675, 11.398759 47.275639, 11.398758 47.275602, 11.398448 47.275594, 11.398501 47.275476, 11.398603 47.275371, 11.39863 47.27539, 11.39864 47.275383, 11.398591 47.27535, 11.398763 47.275289, 11.398959 47.27526, 11.398959 47.275293, 11.398994 47.275293, 11.399138 47.275327, 11.39928 47.27539, 11.399222 47.275429, 11.399237 47.275438, 11.399211 47.275453, 11.39927 47.275528, 11.399297 47.275618, 11.399254 47.275618, 11.399253 47.275626, 11.399222 47.275709, 11.399152 47.275774, 11.399049 47.275699, 11.399027 47.275711, 11.399323 47.275929, 11.399176 47.276018, 11.399 47.275884))"
SoWi,12812.207953024872,2254948.599732378,"POLYGON ((11.399142 47.269763, 11.399145 47.269808, 11.39915 47.269879, 11.399151 47.269887, 11.399152 47.269895, 11.39931 47.269892, 11.399313 47.269937, 11.399241 47.269939, 11.399243 47.26997, 11.399563 47.269967, 11.399668 47.270051, 11.399692 47.27007, 11.399678 47.27007, 11.399254 47.270077, 11.399235 47.27015, 11.39909 47.270149, 11.399076 47.27008, 11.398952 47.270083, 11.398942 47.270146, 11.398806 47.270147, 11.398794 47.270085, 11.398667 47.270088, 11.398654 47.270144, 11.398526 47.270144, 11.398515 47.270096, 11.398388 47.270099, 11.397293 47.270119, 11.397288 47.270015, 11.397423 47.270011, 11.397418 47.269924, 11.397417 47.269913, 11.397284 47.269916, 11.397277 47.269804, 11.39809 47.269787, 11.398186 47.269785, 11.39832 47.269782, 11.39846 47.269778, 11.398477 47.269756, 11.398824 47.269682, 11.398866 47.26968, 11.398934 47.269703, 11.399035 47.269712, 11.399069 47.269731, 11.39909 47.269764, 11.399133 47.269764, 11.399142 47.269763))"
,2277.839168861786,400899.69371967437,"POLYGON ((11.398459 47.268981, 11.398498 47.268856, 11.398378 47.268833, 11.398413 47.268729, 11.398565 47.26875, 11.398607 47.268619, 11.398243 47.26857, 11.39822 47.268645, 11.398116 47.268631, 11.3981 47.268694, 11.398103 47.268695, 11.398183 47.268706, 11.398181 47.268716, 11.398129 47.26893, 11.398459 47.268981))"
Hangar Süd 4,7482.604129660349,1316938.3268202217,"POLYGON ((11.343933 47.257118, 11.344178 47.257147, 11.344415 47.25717, 11.344632 47.257192, 11.344724 47.256822, 11.344583 47.256772, 11.34443 47.256733, 11.34429 47.256711, 11.344128 47.256698, 11.343975 47.256712, 11.343836 47.256743, 11.343731 47.256729, 11.343652 47.257084, 11.343933 47.257118))"
Hangar Süd 3,6380.790626757456,1123019.1503093124,"POLYGON ((11.346203 47.256896, 11.346106 47.257262, 11.345185 47.257168, 11.345274 47.256799, 11.346203 47.256896))"
Hauptbahnhof,6706.348510837588,1180317.3379074156,"POLYGON ((11.400656 47.264321, 11.400887 47.264292, 11.400654 47.263497, 11.40062 47.263375, 11.400488 47.262895, 11.400462 47.2628, 11.400447 47.262744, 11.400214 47.262776, 11.40023 47.26283, 11.400346 47.263241, 11.400428 47.263527, 11.400656 47.264321))"
,385.1590910399817,67788.00002303679,"POLYGON ((11.398003 47.253235, 11.398013 47.253274, 11.397993 47.253337, 11.397971 47.253334, 11.397952 47.253393, 11.397851 47.253378, 11.39787 47.253319, 11.397846 47.253315, 11.397877 47.253216, 11.398003 47.253235))"
Remise Tiroler MuseumsBahnen,2128.14443903789,374553.42127066874,"POLYGON ((11.3983 47.252306, 11.398252 47.2523, 11.398184 47.252291, 11.398141 47.252285, 11.398123 47.252283, 11.398101 47.25228, 11.398242 47.251771, 11.398215 47.251767, 11.398234 47.251698, 11.398344 47.251712, 11.398333 47.251752, 11.39845 47.251767, 11.3983 47.252306))"
Hallenbad Olympisches Dorf,3971.972787405032,699067.2105832857,"POLYGON ((11.447188 47.26958, 11.447174 47.2696, 11.447115 47.269623, 11.446796 47.269565, 11.446764 47.26953, 11.446576 47.269497, 11.446539 47.269457, 11.446555 47.269407, 11.446579 47.269397, 11.4466 47.269389, 11.446619 47.269381, 11.446676 47.269393, 11.446716 47.2694, 11.446761 47.269379, 11.446807 47.269272, 11.44684 47.269259, 11.44688 47.269243, 11.447196 47.269305, 11.447284 47.269274, 11.447313 47.269188, 11.447317 47.269177, 11.447343 47.269164, 11.447421 47.269177, 11.447435 47.269196, 11.447426 47.269228, 11.447366 47.269379, 11.447305 47.269531, 11.447188 47.26958))"
Parkhaus,11114.580032280073,1956166.0856812932,"POLYGON ((11.35271 47.257043, 11.352703 47.256998, 11.352701 47.256982, 11.352876 47.256999, 11.352879 47.256973, 11.352882 47.256946, 11.352882 47.256942, 11.352925 47.256932, 11.352957 47.256916, 11.352974 47.256909, 11.352996 47.256891, 11.353012 47.25687, 11.353029 47.256826, 11.353028 47.256798, 11.353015 47.256761, 11.352994 47.256733, 11.352965 47.256712, 11.352925 47.256695, 11.352881 47.256684, 11.352814 47.256682, 11.352784 47.256685, 11.352743 47.25669, 11.352754 47.256652, 11.351405 47.256508, 11.351309 47.256895, 11.351404 47.256905, 11.351464 47.256911, 11.351526 47.256918, 11.351613 47.256926, 11.351635 47.256833, 11.351688 47.256839, 11.351734 47.256844, 11.351711 47.256936, 11.352478 47.25702, 11.35271 47.257043))"
Bauernmarkt Alte Markthalle,2055.020443362682,361683.598031832,"POLYGON ((11.389254 47.266878, 11.38907 47.267043, 11.389048 47.267059, 11.388801 47.266928, 11.388784 47.266919, 11.389091 47.266654, 11.38911 47.266664, 11.389354 47.266794, 11.389325 47.266818, 11.389285 47.266852, 11.389276 47.266859, 11.389254 47.266878))"
Kaufhaus Tyrol,13624.792199306981,2397963.4270780287,"POLYGON ((11.394456 47.265511, 11.394532 47.265419, 11.394544 47.265347, 11.39459 47.265262, 11.394634 47.265176, 11.394912 47.265239, 11.395007 47.265259, 11.395049 47.265132, 11.39558 47.265219, 11.395723 47.265225, 11.395748 47.265155, 11.395902 47.265174, 11.39586 47.265472, 11.39582 47.265758, 11.395636 47.265737, 11.395632 47.265713, 11.395474 47.265693, 11.395413 47.265873, 11.394926 47.265787, 11.394616 47.265736, 11.394695 47.265558, 11.394456 47.265511))"
Congress,19002.761104459052,3344485.9543847935,"POLYGON ((11.394057 47.270364, 11.394404 47.270325, 11.394334 47.270074, 11.394567 47.270042, 11.394528 47.269876, 11.394834 47.269835, 11.394906 47.269828, 11.395081 47.270489, 11.395188 47.270476, 11.395236 47.27047, 11.395357 47.270937, 11.395241 47.270952, 11.395274 47.271062, 11.394855 47.2711, 11.394818 47.271076, 11.394722 47.271086, 11.394689 47.271061, 11.394594 47.271072, 11.394551 47.271048, 11.394478 47.271061, 11.394435 47.271035, 11.394412 47.270964, 11.394273 47.270981, 11.394249 47.270906, 11.394126 47.270685, 11.394103 47.270562, 11.394057 47.270364))"
